,Song,Artist,artist_trunc,search_term,lyrics_raw
2900,Perfect,One Direction,One Direction,Perfect One Direction,"[Verse 1: Louis]
I might never be your knight in shining armor
I might never be the one you take home to mother
And I might never be the one who brings you flowers
But I can be the one, be the one tonight

[Pre-Chorus: Liam]
When I first saw you from across the room
I could tell that you were curious, oh yeah
Girl, I hope you're sure what you're looking for
'Cause I'm not good at making promises

[Chorus: Harry + All]
But if you like causing trouble up in hotel rooms
And if you like having secret little rendezvous
If you like to do the things you know that we shouldn't do
Then, baby, I'm perfect
Baby, I'm perfect for you
And if you like midnight driving with the windows down
And if you like going places we can't even pronounce
If you like to do whatever you've been dreaming about
Then, baby, you're perfect
Baby, you're perfect
So let's start right now

[Verse 2: Niall]
I might never be the hands you put your heart in
Or the arms that hold you any time you want them
But that don't mean that we can't live here in the moment
'Cause I can be the one you love from time to time

[Pre-Chorus: Liam]
When I first saw you, from across the room
I could tell that you were curious, oh yeah
Girl, I hope you're sure what you're looking for
'Cause I'm not good at making promises

[Chorus: Harry + All]
But if you like causing trouble up in hotel rooms
And if you like having secret little rendezvous
If you like to do the things you know that we shouldn't do
Then, baby, I'm perfect
Baby, I'm perfect for you
And if you like midnight driving with the windows down
And if you like going places we can't even pronounce
If you like to do whatever you've been dreaming about
Then, baby, you're perfect
Baby, you're perfect
So let's start right now

[Bridge: Harry]
And if you like cameras flashing every time we go out, oh yeah
And if you're looking for someone
To write your breakup songs about
Baby, I'm perfect
Baby, we're perfect

[Chorus: Harry + All]
If you like causing trouble up in hotel rooms
And if you like having secret little rendezvous
If you like to do the things you know that we shouldn't do
Then, baby, I'm perfect
Baby, I'm perfect for you
And if you like midnight driving with the windows down
And if you like going places we can't even pronounce
If you like to do whatever you've been dreaming about
Then, baby, you're perfect
Baby, you're perfect
So let's start right now"
2901,How You Remind Me,Nickelback,Nickelback,How You Remind Me Nickelback,"[Verse 1]
Never made it as a wise man
I couldn't cut it as a poor man stealing
Tired of living like a blind man
I'm sick of sight without a sense of feeling
And this is how you remind me

[Pre-Chorus]
This is how you remind me
Of what I really am
This is how you remind me
Of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""are we having fun yet?""

Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no

[Verse 2]
It's not like you didn't know that
I said I love you and I swear I still do
And it must have been so bad
Cause living with me must have damn near killed you

[Pre-Chorus]
And this is how, you remind me
Of what I really am
This is how, you remind me
Of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""are we having fun yet?""

Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no

[Bridge]
Never made it as a wise man
I couldn't cut it as a poor man stealing
And this is how you remind me
This is how you remind me

[Pre-Chorus]
This is how you remind me
Of what I really am
This is how you remind me
Of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""are we having fun yet?""

[Outro]
Yeah, yeah, are we having fun yet?
Yeah, yeah, are we having fun yet?
Yeah, yeah, are we having fun yet?
Yeah, yeah, no, no"
2902,Foolish,Ashanti,Ashanti,Foolish Ashanti,"[Intro]
Murder Inc
Ashanti

[Chorus]
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

[Verse 1]
Baby, I don't know why you're treating me so bad
You said you love me, no one above me and I was all you had
And though my heart is beating for you, I can't stop crying
I don't know how I allow you to treat me this way and still I stay

[Chorus]
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

[Verse 2]
Baby, I don't know why you wanna do me wrong
See when I'm home, I'm all alone and you are always gone
And boy, you know I really love you, I can't deny
I can't see how you could bring me to so many tears after all these years

[Chorus]
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

[Verse 3]
I trusted you, I trusted you
So sad, so sad what love will make you do
All the things that we accept
Be the things that we regret
To all of my ladies
Feel me, come on, sing with me
See, when I get the strength to leave
You always tell me that you need me
And I'm weak 'cause I believe you
And I'm mad because I love you
So I stop and think that maybe
You can learn to appreciate me
Then it all remains the same
That you ain't never gonna change

[Chorus]
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

[Verse 4]
Baby, why you hurt me, leave me and desert me?
Boy, I gave you all my heart and all you did was tear it up
Looking out my window, knowing that I should go
Even when I pack my bags, this something always hold me back"
2903,Hot in Herre,Nelly,Nelly,Hot in Herre Nelly,"Hot in... so hot in herre! So hot in... hot - OH!
With a little bit of, uh uh; and a little bit of, uh uh
Just a little bit of... just a little bit of...
Just a little bit of... just a little bit of...

[Verse 1: Nelly]
I was like, good gracious - ass is bodacious (uhh)
Flirtacious, tryin to show patience
I'm waitin for the right time to shoot my steez (you know)
Waitin for the right time to flash them keys, then uhh
I'm leavin, please believe in - ohhh!
Me and the rest of my heathens
Check it, got it locked at the top of the Fo' Seasons
Penthouse, roof top, birds I'm feedin
No deceivin, nuttin up my sleeve and
No teasin.. I need you to
Get up up on the dance floor
Give that man what he askin for
Cause I feel like bustin loose
And I feel like touchin you, uh uh
And can't nobody stop the juice
So baby tell me what's the use? I said

[Hook]
It's gettin hot in herre (so hot), so take off all your clothes
I am - gettin so hot, I wanna take my clothes off
It's gettin hot in herre (so hot), so take off all your clothes
I am - gettin so hot, I wanna take my clothes off

Uh, uh, uh - let it hang alll out!

[Verse 2: Nelly]
Why you at the bar if you ain't poppin the bottles? (c'mon)
What good is all the fame if you ain't fuckin the models
I see you drivin, sports cars, ain't hittin the throttle
And I'll be down to do a hundred, top down and goggles
Got off the freeway, exit 106 and parked it
Ash tray, flip gate, time to spark it
Gucci collar for dollar, got out and walked it
I spit game cause baby I can't talk it
Warm, sweatin, it's hot up in this joint
Vokal tanktop, on at this point
You with a winner so baby you can't lose
I got secrets can't leave Cancun
So take it off like you're home alone
You know dance in front your mirror while you're on the phone
Checkin your reflection and tellin your best friend
Like ""Girl I think my butt gettin big!""

[Hook]
It's gettin hot in herre (so hot), so take off all your clothes
I am - gettin so hot, I wanna take my clothes off
It's gettin hot in herre (so hot), so take off all your clothes
I am - gettin so hot, I wanna take my clothes off

Uh, uh, uh - let it hang alll out!

(Let it hang all out)
Mix a little bit of ah, ah
With a little bit of ah, ah
(Let it just fall out)
Give a little bit of ah, ah
With a little bit of ah, ah
(Let it hang all out)
With a little bit of ah, ah
And a sprinkle of that ah, ah
(Let it just fall out)
I like it when ya ah, ah
Girl, baby make it ah, ah

[Verse 3: Nelly]
Stop pacin, time wastin
I got a friend with a pole in the basement (what?)
I'm just kidding like Jason (oh)
Unless you gon' do it
Extra, extra - eh, spread the news (check it)
Nelly took a trip from the Lou' to the Neptunes
Came back with somethin thicker than fittin in Sasoons
Say she got a thing about cuttin in restrooms - ohhhhh!

[Hook]
It's gettin hot in here (so hot), so take off all your clothes
I am - gettin so hot, I wanna take my clothes off
It's gettin hot in here (so hot), so take off all your clothes
I am - gettin so hot, I wanna take my clothes off

Uh, uh, uh - let it hang alll out!
It's gettin hot in herre (so hot), so take off all your clothes
I am - gettin so hot, I wanna take my clothes off
It's gettin hot in herre (so hot), so take off all your clothes
I am - gettin so hot, I wanna take my clothes off

Uh, uh, uh - let it hang alll out!

(Let it hang all out)
Mix a little bit of ah, ah
With a little bit of ah, ah
(Let it just fall out)
Give a little bit of ah, ah
With a little bit of ah, ah
(Let it hang all out)
With a little bit of ah, ah
And a sprinkle of that ah, ah
(Let it just fall out)
I like it when ya ah, ah
Girl, baby make it ah, ah... ohhh!"
2904,Dilemma,Nelly featuring Kelly Rowland,Nelly featuring,Dilemma Nelly featuring,"[Intro: Kelly Rowland]
I love you
And I need you
Nelly, I love you
I do need you

[Hook: Kelly Rowland]
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you

[Verse 1: Nelly]
I met this chick and she just moved right up the block from me
And uh, she got the hots for me
The finest thing my hood done seen
But oh no, oh no, she got a man and a son, though
But that's okay, cause I
Wait for my cue and just listen, play my position
Like a shortstop, pick up e'rything mami hittin'
And in no time… I plan to make this one here mine
And that's for sure, cause I
I never been the type to break up a happy home, but uh, there's something 'bout baby girl I just can't leave alone
So tell me, ma, what's it gonna be?
She said (You don't know what you mean to me)

[Hook: Kelly Rowland]
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you

[Verse 2: Nelly]
I see a lot, and you look, and I never say a word
I know how niggas start actin' trippin' out here about they girls
And there's no way, Nelly gon' fight over no dame...
As you can see, but I
I like your steez, your style, your whole demeanor
The way you come through and holla
And swoop me in his two-seater
Now that's gangsta… And I got special ways to thank ya....
Don't you forget it, but uh
It ain't that easy for you to pack and leave him
But uh, you and dirty got ties for different reasons
I respect that, and right before I turn to leave
She said… she said… (You don't know what you mean to me)

[Hook: Kelly Rowland]
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you

[Interlude: Nelly]
Sing it for me, K!

[Bridge: Kelly Rowland + (Nelly)]
I love you (word?) and I need you
Nelly I… love you, I do… (come on, girl)
And it's more than you'll ever know
Boy, it's for sure
You can always count on my love
Forever more, yeah, yeah

[Outro: Nelly]
East Coast, I know you shaking right
Down South, I know you bouncing right
West Coast, I know you walking right, cause
Midwest, I see you swinging right
(You don't know what you mean to me)

[Hook: Kelly Rowland]
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you

[Outro: Nelly + (Kelly Rowland)]
East Coast, I know you shaking right
Down South, I know you bouncing right
West Coast, I know you walking right, cause
Midwest, I see you swinging right
(You don't know what you mean to me)
East Coast, I know you shaking right
Down South, I know you bouncing right
West Coast, I know you walking right, cause
Midwest, I see you swinging right
(You don't know what you mean to me)

[Hook: Kelly Rowland]
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you

[Outro]
East Coast, I know you shaking right
Down South, I know you bouncing right
West Coast, I know you walking right, cause
Midwest, I see you swinging right
(You don't know what you mean to me)
East Coast, I know you shaking right
Down South, I know you bouncing right
West Coast, I know you walking right, cause
Midwest, I see you swinging right
(You don't know what you mean to me)"
2905,Wherever You Will Go,The Calling,The Calling,Wherever You Will Go The Calling,"[Verse 1]
So lately, been wondering
Who will be there to take my place
When I'm gone you'll need love
To light the shadows on your face
If a great wave shall fall it would fall upon us all
Then between the sand and stone
Could you make it on your own

[Chorus]
If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go!!

[Verse 2]
And maybe I'll find out
A way to make it back someday
To watch you, to guide you
Through the darkest of your days
If a great wave shall fall it'd fall upon us all
Then I hope there's someone out there
Who can bring me back to you

[Chorus]
If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go!!

[Bridge]
Run away with my heart
Run away with my hope
Run away with my love

I know now, just quite how
My life and love may still go on
In your heart, in your mind
I'll stay with you for all of time

[Chorus]
If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go!!

[Outro]
If I could turn back time
I'll go wherever you will go
If I could make you mine
I'll go wherever you will go
I'll go wherever you will go"
2906,A Thousand Miles,Vanessa Carlton,Vanessa Carlton,A Thousand Miles Vanessa Carlton,"[Intro]

[Verse 1]
Makin' my way downtown
Walkin' fast, faces pass
And I'm home-bound
Starin' blankly ahead
Just makin' my way
Makin' a way through the crowd

[Pre-Hook 1]
And I need you
And I miss you
And now I wonder

[Hook]
If I could fall into the sky
Do you think time would pass me by?
Cause you know I'd walk a thousand miles
If I could just see you, tonight

[Verse 2]
It's always times like these when I think of you
And wonder if you ever think of me
Cause everything's so wrong
And I don't belong, livin' in your precious memory

[Pre Hook 2]
Cause I'll need you
And I'll miss you
And now I wonder

[Hook]
If I could fall into the sky
Do you think time would pass me by?
Oh, cause you know I'd walk a thousand miles
If I could just see you, tonight

[Bridge]
I, I don't wanna let you know
I, I drown in your memory
I, I don't wanna let this go
I, I don't

[Verse 1 (reprise)]
Makin' my way downtown
Walkin' fast, faces pass
And I'm home-bound
Starin' blankly ahead
Just makin' my way
Makin' a way through the crowd

[Pre-Hook 3]
And I still need you
And I still miss you
And now I wonder

[Hook]
If I could fall into the sky
Do you think time would pass us by?
Cause you know I'd walk a thousand miles
If I could just see you

[Hook]
If I could fall into the sky
Do you think time would pass me by?
Cause you know I'd walk a thousand miles
If I could just see you
If I could just hold you, tonight"
2907,In the End,Linkin Park,Linkin Park,In the End Linkin Park,"[Verse 1: Mike Shinoda & Chester Bennington]
It starts with one
One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind
I designed this rhyme to explain in due time
All I know
Time is a valuable thing
Watch it fly by as the pendulum swings
Watch it count down to the end of the day
The clock ticks life away
It's so unreal
You didn't look out below
Watch the time go right out the window
Tryin' to hold on, they didn't even know
I wasted it all just to watch you go
I kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be a memory
Of a time when I tried so hard

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter

[Verse 2: Mike Shinoda & Chester Bennington]
One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind, I designed this rhyme
To remind myself how I tried so hard
In spite of the way you were mockin' me
Actin' like I was part of your property
Remembering all the times you fought with me
I'm surprised it got so far
Things aren't the way they were before
You wouldn't even recognize me anymore
Not that you knew me back then
But it all comes back to me in the end
You kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually
Be a memory of a time when I tried so hard

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter

[Bridge: Chester Bennington]
I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know
I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter"
2908,What's Luv?,Fat Joe featuring Ashanti,Fat Joe,What's Luv? Fat Joe,"[Fat Joe]
Put the fuckin mic on..
Mic is on?
Joe Crack the Don, uh!
Uh.. Irv Gotti!

[Ashanti]
What's love?

[Fat Joe]
Ashanti, Terror.. Terror Squad
It should be about us, be about trust

[Hook: Ashanti & (Ja Rule)]
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?

[Verse 1: Fat Joe]
Yeah, uh, uh, uh
Woo! Yeah, slow down baby
Let you know from the gate I don't go down lady
I wanna chick with thick hips that licks her lips
She can be the office type or like to strip
Girl you get me aroused how you look in my eye
But you talk too much, man you're ruinin my high
Don't wanna lose the feelin cause, the roof is chillin
It's on fire and you lookin good for the gettin
I'ma, rider, whether in a hoodie or a linen
A provider; you should see the jewelery on my women
And I'm, livin it up, the Squad stay fillin the truck
With chicks that's willin to triz with us, uh
You say you gotta man and you're in love
But what's love gotta do with a little menage?
After the par-tay, me and you
Could just slide for a few and she could come too
That's love!

[Hook: Ashanti & (Ja Rule)]
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?

[Verse 2: Fat Joe]
Yeah, uh - yeah.. yo, uh, yo
Mami I know you got issues; you gotta man
But you need to understand that you got somethin with you
Ass is fat, frame is little
Tattoo on your chest with his name in the middle, uh
I'm not a hater I just crush a lot
And the way you shake your booty I don't want you to stop
You need to come a little closer.. (come a little closer)
And let me put you, under my arms like a Don is supposed ta
Please believe, you leave with me
We be freakin all night like we was on E
You need to trust the God and jump in the car
For a little hard eight at the Taj Mahal
What's love?

[Hook: Ashanti & (Ja Rule)]
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?

[Verse 3: Fat Joe]
Yeah, uh, yo
Yo I stroll in the club with my hat down
Michael Jack style, hot steppin who the mack now?
Not my fault cause they love the kid
Might be the chain or the whip, I don't know what it is
We just party and bullshit; c'mon mami
Put your body in motion, you got a nigga open
You came here with the heart to cheat
So you need to sing the song with me
All my ladies come on

[Bridge: Ashanti & Fat Joe]
When I look in your eyes there's no stoppin me
I want the Don Joey Crack on top of me (uh-huh)
Don't want your stacks just break my back (yea)
Gonna cut you no slack, cause I'm on it like that (uh, woo, uh)
Come on (yea yea y'all)
And put it all (yea yea y'all) on me (put it on ya girl)
On me (I'ma put it on ya girl)

[Hook: Ashanti & (Ja Rule)]
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?"
2909,U Got It Bad,Usher,Usher,U Got It Bad Usher,"[Verse 1]
When you feel it in your body, you found somebody who
Makes you change your ways like hanging with your crew
Said you act like you ready, but you don't really know
And everything in your past, you wanna let it go

[Pre-Chorus 1]
I've been there, done it, fucked around
After all that, this is what I found
Nobody wants to be alone
If you're touched by the words in this song
Then maybe...

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else
You got it bad

[Verse 2]
When you say that you love them and you really know
Everything that used to matter don't matter no more
Like my money, all my cars (you can have it all back)
Flowers, cards and candy ( I do it just cause I'm)
Said I'm fortunate to have you, girl
I want you to know I really adore you
All my people who know what's going on
Look at your mate, help me sing my song
Tell her: ""I'm your man, you're my girl
I'm gonna tell it to the whole wide world""
Ladies say: ""I'm your girl, you're my man
Promise to love you the best I can""

[Pre-Chorus 2]
See, I've been there, done it, fucked around
After all that, this is what I found
Everyone of y'all are just like me
It's too bad that you can't see
That you got it bad

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else
You got it bad

[Bridge: Electric Guitar Solo]

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else..."
2910,Blurry,Puddle of Mudd,Puddle of,Blurry Puddle of,"[Verse 1]
Everything's so blurry and everyone's so fake
And everybody's empty and everything is so messed up
Preoccupied, without you I cannot live at all
My whole world surrounds you, I stumble then I crawl

[Verse 2]
You could be my someone, you could be my scene
You know that I'll protect you from all of the obscene
I wonder what you're doing, imagine where you are
There's oceans in between us, but that's not very far

[Chorus]
Can you take it all away
Can you take it all away
When you shoved it in my face
This pain you gave to me
Can you take it all away
Can you take it all away
When you shoved it in my face?

[Verse 3]
Everyone is changing, there's no one left that's real
So make up your own ending and let me know just how you feel
Cause I am lost without you, I cannot live at all
My whole world surrounds you, I stumble then I crawl

[Verse 4]
And you could be my someone, you could be my scene
You know that I will save you from all of the unclean
I wonder what you're doing, I wonder where you are
There's oceans in between us, but that's not very far

[Chorus]
Can you take it all away
Can you take it all away
When you shoved it in my face
This pain you gave to me
Can you take it all away
Can you take it all away
When you shoved it in my face
This pain you gave to me?

[Bridge]
No-nobody told me what you thought
Nobody told me what to say
Everyone showed you where to turn
Told you when to run away
Nobody told you where to hide
Nobody told you what to say
Everyone showed you where to turn
Showed you when to run away

[Chorus]
Can you take it all away
Can you take it all away
When you shoved it in my face
This pain you gave to me
Can you take it all away
Can you take it all away
When you shoved it in my face
This pain you gave to me
No, this pain you gave to me
This pain you gave to me?

[Outro]
Can you take it all
Can you take it all away
The pain you gave to me
This pain you gave to me
This pain you gave to me
Take it all away
This pain you gave to me..."
2911,Complicated,Avril Lavigne,Avril Lavigne,Complicated Avril Lavigne,"[Intro]
Uh huh, life's like this
Uh huh, uh huh, that's the way it is
'Cause life's like this
Uh huh, uh huh that's the way it is

[Verse 1]
Chill out, what you yellin' for?
Lay back, it's all been done before
And if you could only let it be, you would see
I like you the way you are
When we're drivin' in your car
And you're talkin' to me one on one, but you become

[Pre-Chorus]
Somebody else 'round everyone else
You're watchin' your back, like you can't relax
You're tryin' to be cool, you look like a fool to me
Tell me

[Chorus]
Why do you have to go and make things so complicated?
I see the way you're
Actin' like you're somebody else gets me frustrated
Life's like this, you
And you fall and you crawl and you break
And you take what you get and you turn it into honesty
And promise me, I'm never gonna find you fake it
No, no, no

[Verse 2]
You come over unannounced
Dressed up like you're somethin' else
Where you aren't where it's at, you see, you're makin' me
Laugh out when you strike your pose
Take off all your preppy clothes
You know, you're not foolin' anyone when you become

[Pre-Chorus]
Somebody else 'round everyone else
You're watchin' your back, like you can't relax
You're tryin' to be cool, you look like a fool to me
Tell me

[Chorus]
Why do you have to go and make things so complicated?
I see the way you're
Actin' like you're somebody else gets me frustrated
Life's like this, you
And you fall and you crawl and you break
And you take what you get and you turn it into honesty
And promise me, I'm never gonna find you fake it
No, no, no

[Bridge]
Chill out, what you yellin' for?
Lay back, it's all been done before
And if you could only let it be, you would see

[Pre-Chorus]
Somebody else 'round everyone else
You're watchin' your back, like you can't relax
You're tryin' to be cool, you look like a fool to me
Tell me

[Chorus]
Why do you have to go and make things so complicated?
I see the way you're
Actin' like you're somebody else gets me frustrated
Life's like this, you
And you fall and you crawl and you break
And you take what you get and you turn it into honesty
And promise me, I'm never gonna find you fake it
No, no
Why do you have to go and make things so complicated?
I see the way you're
Actin' like you're somebody else gets me frustrated
Life's like this, you
And you fall and you crawl and you break
And you take what you get and you turn it into honesty
And promise me, I'm never gonna find you fake it
No, no, no"
2912,Always on Time,Ja Rule featuring Ashanti,Ja Rule,Always on Time Ja Rule,"[Intro: Ashanti]
Always there when you call (Buckshots, ha), always on time
Gave you my, baby be mine
Always there when you call, always on time
Gave you my, baby

[Hook: Ashanti]
Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine

[Verse 1: Ja Rule]
C'mon and get a piece of this late-night lover
You know, the one that swing dick like no other
I know, I got a lot of things I need to explain
But, baby, you know the name, and love is about pain
So, stop the complaints and drop the order restraints
Our sex life's a game, so back me down in the paint
Cause I can't wait no more
Cause it's about a quarter past three and shorty's eyeing me
I got the Bentley valeted
And I'm just outside of Jersey, past the Palisades
And I'd love to see that ass in boots and shades
Throw down on the bed while I'm yanking your braids
Thug style, you never thought I'd make you smile
While I'm smacking your ass and fucking you all wild
But we share something so rare, but who cares, you care

[Hook: Ashanti]
Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine

[Verse 2: Ja Rule]
Girl, get a grip, c'mon, pull it together
It's only a sunshower, we been through worse weather
Like the stormy nights you wrote a Dear Ja letter
And took my Benz and keyed and cut the leather
Bitch, you know better, we live M-O-B
Money over bitches, Murder, I-N-C
I got two or three hoes for every V
And I keep 'em drugged up off that ecstasy
I'm a playground legend like Kirkland Pee-wee
Name a nigga in the league got more game than me
I play hard, there's so many women I fathered
Meet 'em with scars and send 'em home hot and bothered
Truth or dare, this life ain't apparantly fair
And a love with no glare is a crystal stare
But we share something so rare, but who cares, you care

[Hook: Ashanti]
Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine

[Verse 3: Ja Rule]
Oh, I'm feeling like you living a double life
Cause you don't be coming home sometimes
Baby, but you're always on time, checking for one time
You and I got a special bond together
We go back like bombers, boo, in the coldest weather
And when I play, you play the same way
You freak me, baby, I fuck you crazy, then I'm gone
Baby don't really want me to get up and leave off that easy
She'll be wakin up wet for sheezy
Remind these bitches to mind they business
Believe me, this pimp game is very religious
And I'm built like the Don Bishop
Gon' keep this money-green Benz and my hoes as my witness
The life we share is a thug affair
But who cares, you care

[Hook: Ashanti]
Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine

[Outro: Ashanti]
Always there when you call, always on time
Gave you my, baby be mine
Always there when you call, always on time
Gave you my, baby be mine

[Radio Announcer]
Here at W-I-Z, we play nothing but the hits, nothing but the hits
Nothing but the motherfucking hits"
